"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2017,30.506582362594497
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2018,28.5801922213268
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2019,26.1358950997322
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2020,26.506404609503996
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2021,25.8986528461936
"NGA","Nigeria","Oyo","admin1","Infection Prevalence","per 100 Children",2022,26.874382250767496
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2010,169.1999
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2011,154.0319
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2012,141.0629
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2013,125.42989999999999
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2014,115.7882
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2015,109.54109999999999
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,109.3506
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2017,107.82960000000001
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2018,111.00739999999999
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2019,113.4729
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2020,118.06760000000001
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2021,114.94030000000001
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2022,113.7122
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2010,126.479189478928
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2011,125.65468722281001
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2012,116.275263228255
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2013,113.028359603891
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2014,112.28298144265
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2015,117.553305691502
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2016,111.646905465575
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2017,117.992250501053
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2018,125.629046600291
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2019,133.716658579368
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2020,135.999197890187
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2021,140.53594166605802
"NER","Niger","Agadez","admin1","Incidence Rate","Cases per Thousand",2022,120.76547173670201
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2010,7.65747345054545
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2011,7.54995870691985
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2012,6.77165844712536
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2013,6.62475857614469
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2014,6.562269707685569
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2015,6.863640765019791
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2016,6.5716839477116995
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2017,7.051314211793169
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2018,7.535581491764789
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2019,8.14352425401805
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2020,8.124707582828359
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2021,8.27722202557705
"NER","Niger","Agadez","admin1","Infection Prevalence","per 100 Children",2022,7.0244359328813095
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2010,49.6998
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2011,52.7495
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2012,52.7495
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2013,51.6449
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2014,49.132799999999996
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2015,46.755199999999995
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2016,43.3682
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2017,27.690499999999997
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2018,25.911499999999997
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2019,25.087200000000003
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2020,26.4163
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2021,26.7264
"NER","Niger","Agadez","admin1","Mortality Rate","Deaths per 100 Thousand",2022,24.8106
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2010,419.715147209726
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2011,347.21060208675704
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2012,279.19687013532103
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2013,240.53020698097498
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2014,238.42742717837
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2015,277.89411846920495
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2016,338.744277087563
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2017,367.160991743896
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2018,386.64102038103397
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2019,408.123823442868
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2020,408.68369775683
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2021,417.677663834909
"BEN","Benin","Plateau","admin1","Incidence Rate","Cases per Thousand",2022,405.109449394196
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2010,37.8225134987987
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2011,29.2327448954759
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2012,21.525236557476703
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2013,17.4827092739216
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2014,17.3764804638111
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2015,21.7259045192517
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2016,28.981139418755603
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2017,32.5539146629786
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2018,35.0475455924593
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2019,38.0178033663671
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2020,38.1769348645112
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2021,40.4552886465298
"BEN","Benin","Plateau","admin1","Infection Prevalence","per 100 Children",2022,41.161988466210495
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2010,209.93589999999998
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2011,191.3473
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2012,182.6264
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2013,173.0832
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2014,165.03920000000002
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2015,169.9974
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2016,172.8874
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2017,114.77340000000001
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2018,118.38759999999999
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2019,108.924
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2020,110.83009999999999
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2021,118.13329999999999
"BEN","Benin","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2022,105.7643
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2010,486.47488410866004
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2011,474.145838418647
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2012,436.064169060233
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2013,384.642032385597
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2014,343.242718519252
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2015,305.602331830773
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2016,273.630288331973
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2017,258.238464403474
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2018,252.197238877602
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2019,248.189274112775
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2020,248.462212605219
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2021,221.58294019361398
"NGA","Nigeria","Plateau","admin1","Incidence Rate","Cases per Thousand",2022,238.290530435105
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2010,49.8860310832
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2011,48.1658115520615
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2012,42.249583934756004
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2013,35.5974261402823
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2014,30.7756297843511
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2015,26.5826901995945
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2016,23.3820536911097
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2017,21.7376332676424
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2018,20.918389184040702
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2019,20.8615465298503
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2020,20.993832810862003
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2021,17.9411479109155
"NGA","Nigeria","Plateau","admin1","Infection Prevalence","per 100 Children",2022,21.1114186774902
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2010,141.1235
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2011,139.4905
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2012,127.65809999999999
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2013,115.3499
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2014,104.1447
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2015,90.8486
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2016,80.9416
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2017,74.6709
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2018,74.72139999999999
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2019,76.2823
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2020,82.6763
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2021,74.4028
"NGA","Nigeria","Plateau","admin1","Mortality Rate","Deaths per 100 Thousand",2022,69.449
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2010,273.635561539332
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2011,184.107732562183
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2012,169.258180560532
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2013,191.183258057049
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2014,201.037484186607
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2015,203.425688573077
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2016,197.505739593383
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2017,181.676291449147
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2018,162.793790737706
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2019,153.662621929128
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2020,158.577423615305
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2021,177.10861101835602
"CMR","Cameroon","North West","admin1","Incidence Rate","Cases per Thousand",2022,196.295536598934
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2010,22.5712275155393
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2011,13.103525852269
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2012,11.8192250016197
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2013,14.300827562732598
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2014,15.4349091704729
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2015,15.491681145488002
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2016,14.8910363547964
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2017,13.219910529943801
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2018,11.3134696353466
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2019,10.8524738142511
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2020,11.5740475986599
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2021,13.655239812953099
"CMR","Cameroon","North West","admin1","Infection Prevalence","per 100 Children",2022,15.356479611384199
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2010,62.88249999999999
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2011,59.45530000000001
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2012,55.3532
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2013,53.477199999999996
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2014,51.3679
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2015,48.6175
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2016,49.510400000000004
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2017,54.88999999999999
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2018,52.663199999999996
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2019,51.165499999999994
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2020,64.2333
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2021,57.047200000000004
"CMR","Cameroon","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2022,49.5997
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2010,282.23925585918704
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2011,241.390314221964
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2012,234.975843791753
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2013,236.08712171687498
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2014,223.116456602691
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2015,194.891087618223
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2016,176.587077718401
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2017,196.26738609433698
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2018,251.933683818426
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2019,298.48373967923703
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2020,312.97909493348095
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2021,265.04229519525404
"NGA","Nigeria","Akwa Ibom","admin1","Incidence Rate","Cases per Thousand",2022,285.72041798359
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2010,27.6823350744099
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2011,22.0189636243088
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2012,21.3665064467772
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2013,21.8400100416818
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2014,20.1427003293457
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2015,16.3745046878351
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2016,14.405573154451401
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2017,16.9818745108868
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2018,25.1612396196014
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2019,33.3765933122567
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2020,36.0507988909512
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2021,28.175773494931498
"NGA","Nigeria","Akwa Ibom","admin1","Infection Prevalence","per 100 Children",2022,33.3374836498748
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2010,162.5387
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2011,142.04840000000002
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2012,122.2204
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2013,109.107
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2014,102.3038
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2015,97.5593
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2016,97.9728
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2017,99.5985
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2018,105.1461
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2019,109.50630000000001
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2020,117.94900000000001
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2021,108.37679999999999
"NGA","Nigeria","Akwa Ibom","admin1","Mortality Rate","Deaths per 100 Thousand",2022,110.1489
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2010,118.814477795403
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2011,88.0218249615733
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2012,55.8621256654337
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2013,40.0278709283719
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2014,41.5447551385831
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2015,62.5900972900918
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2016,102.244661959851
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2017,139.33220890444
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2018,156.446773263033
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2019,160.827412433377
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2020,173.08809201977098
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2021,174.635295238711
"NGA","Nigeria","Lagos","admin1","Incidence Rate","Cases per Thousand",2022,151.123016903809
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2010,7.70344676331818
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2011,5.29444297352729
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2012,3.1517927969685404
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2013,2.19995358835091
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2014,2.30596818688892
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2015,3.66794667111429
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2016,6.65931814038537
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2017,10.0401572740798
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2018,11.716913896341701
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2019,12.377314777094101
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2020,13.8117663481066
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2021,14.087826549124498
"NGA","Nigeria","Lagos","admin1","Infection Prevalence","per 100 Children",2022,12.0529639894471
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2010,78.6009
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2011,64.1414
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2012,47.0545
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2013,35.394099999999995
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2014,32.7384
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2015,36.7581
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2016,50.140899999999995
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2017,68.2226
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2018,80.5383
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2019,85.4739
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2020,86.7505
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2021,88.9693
"NGA","Nigeria","Lagos","admin1","Mortality Rate","Deaths per 100 Thousand",2022,81.3343
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2010,432.475639037212
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2011,449.480093856956
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2012,453.11937970109403
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2013,452.93296060284797
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2014,465.344067756793
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2015,483.91756920137504
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2016,486.730262075201
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2017,476.495815719712
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2018,444.058435997043
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2019,407.026396145672
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2020,373.665902145407
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2021,342.230647006651
"NER","Niger","Dosso","admin1","Incidence Rate","Cases per Thousand",2022,259.782264855954
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2010,34.8454917037317
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2011,36.67607549104
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2012,37.0674061271587
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2013,37.912112416821294
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2014,39.7098713291674
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2015,41.4962758670746
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2016,41.9414313309327
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2017,40.638909264758496
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2018,36.6673721065569
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2019,32.7846738903297
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2020,28.8679951528927
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2021,25.348908036197898
"NER","Niger","Dosso","admin1","Infection Prevalence","per 100 Children",2022,17.9328366458518
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2010,189.7484
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2011,195.9854
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2012,196.7658
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2013,193.656
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2014,181.09120000000001
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2015,172.285
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2016,160.9936
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2017,197.06279999999998
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2018,184.7464
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2019,178.8497
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2020,188.3907
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2021,190.993
"NER","Niger","Dosso","admin1","Mortality Rate","Deaths per 100 Thousand",2022,177.5231
"NER","Niger","Tillabery","admin1","Incidence Rate","Cases per Thousand",2010,343.149619071561
"NER","Niger","Tillabery","admin1","Incidence Rate","Cases per Thousand",2011,345.31096407433796
"NER","Niger","Tillabery","admin1","Incidence Rate","Cases per Thousand",2012,331.458625219201
